word,valence,arousal,dominance,aoa,category
pens,2.81,3.17,3.81,9.50,N
penseel,4.56,3.49,3.44,6.03,N
pensioen,4.52,2.65,3.89,8.61,N
peper,4.55,4.28,4.86,6.32,N
perfect,6.17,4.50,5.67,6.42,A
perfectionistisch,4.28,5.16,4.86,10.52,A
perk,4.37,2.90,3.57,8.86,N
perron,4.06,3.89,4.02,6.97,N
pers,4.00,4.55,4.53,7.97,N
persen,3.42,5.36,4.53,7.45,V
persoon,4.55,4.34,4.44,5.65,N
pervers,1.97,5.11,4.18,11.26,A
perversie,2.05,5.05,4.16,11.77,N
perzik,4.73,3.20,3.38,6.19,N
pessimistisch,2.14,3.05,3.25,10.61,A
pest,1.70,4.41,4.72,7.39,N
pesten,1.67,5.58,4.66,5.68,V
pet,4.27,3.19,3.64,4.68,N
peter,4.48,3.93,3.86,6.14,N
peuk,2.80,3.41,3.55,8.84,N
peuter,4.58,4.80,2.88,5.48,N
pezig,3.39,4.00,4.22,9.57,A
piano,5.14,3.92,4.17,5.32,N
piek,4.67,4.47,4.95,6.97,N
piemel,4.11,4.64,4.58,5.68,N
pienter,5.61,4.44,5.07,9.67,A
piepen,3.72,4.48,2.98,5.77,V
pier,4.11,3.41,3.20,7.55,N
pij,3.67,2.92,3.64,9.25,N
pijl,3.61,4.63,4.77,5.13,N
pijler,4.10,3.69,4.58,10.62,N
pijn,1.89,5.11,4.63,3.68,N
pijnlijk,2.17,4.95,4.25,6.68,A
pijnloos,5.17,2.98,4.30,8.00,A
pijp,3.86,3.13,3.92,6.55,N
pik,3.02,4.53,4.61,7.81,N
pikant,4.61,5.36,5.17,8.23,A
pil,3.66,3.47,4.05,4.94,N
pilaar,4.20,2.72,4.83,8.19,N
piloot,4.67,5.06,5.03,5.77,N
pils,4.57,3.94,4.16,8.90,N
pin,3.83,3.72,4.08,7.52,N
pinda,4.44,3.27,3.29,6.10,N
pink,4.25,3.44,3.22,5.32,N
pint,4.63,3.84,4.23,9.52,N
pion,3.89,3.41,3.19,6.48,N
piraat,3.36,5.31,5.23,5.23,N
pis,2.38,3.67,4.25,5.77,N
pissebed,2.54,4.00,2.65,7.23,N
pissen,2.70,4.55,4.17,6.03,V
pistool,2.28,5.41,5.41,5.94,N
pit,4.67,4.66,4.58,6.03,N
pittig,4.98,5.34,5.11,7.65,A
pizza,5.34,3.48,3.86,5.74,N
plaag,2.47,4.81,5.02,7.00,N
plaat,4.39,3.53,3.89,6.42,N
plaats,4.23,3.22,3.94,5.42,N
plafond,3.97,2.98,3.98,5.52,N
plagen,3.75,5.11,4.25,5.55,V
plak,3.61,3.31,3.69,6.94,N
plakken,3.86,4.34,3.73,4.52,V
plan,4.80,4.13,4.47,5.87,N
planeet,4.64,4.13,4.81,6.74,N
plank,4.03,3.06,3.94,5.58,N
plannen,4.69,4.62,4.36,6.81,V
plant,4.64,2.77,3.55,4.90,N
planten,4.83,3.73,3.58,4.94,V
plas,3.45,3.40,3.52,4.39,N
plassen,3.80,4.45,3.66,3.39,V
plastic,3.80,3.14,3.84,5.90,N
plat,3.48,2.98,3.41,5.19,A
plechtig,4.55,3.42,4.52,8.48,A
plee,3.14,3.63,3.70,7.13,N
plegen,3.14,4.88,4.44,7.16,V
plein,4.39,4.05,3.98,5.74,N
pleister,3.86,3.30,3.28,4.77,N
pleit,4.06,4.19,4.38,10.37,N
pleiten,4.09,4.95,4.95,9.55,V
plek,4.13,3.20,3.80,4.97,N
plezier,6.22,5.39,4.97,5.03,N
plicht,3.73,4.39,4.73,7.81,N
plichtsgetrouw,5.33,4.13,4.73,10.45,A
ploeg,4.47,4.51,4.69,6.48,N
ploegen,4.06,5.13,4.47,7.16,V
ploert,2.64,4.22,4.13,9.83,N
plof,3.78,3.81,3.77,6.67,N
ploffen,3.66,4.38,3.94,7.39,V
plomp,3.05,3.48,3.44,8.18,A
plons,4.53,4.50,3.81,5.81,N
plonzen,4.83,4.70,3.84,6.77,V
plooi,3.64,3.46,3.50,7.13,N
plooien,3.80,4.36,3.36,6.61,V
plot,4.11,4.27,4.26,9.68,N
plots,3.80,5.31,4.40,6.65,A
pluche,4.77,2.76,2.73,7.00,N
pluim,5.03,3.35,3.29,5.87,N
pluimen,4.28,3.73,3.52,6.39,V
pluis,3.91,3.08,2.89,6.42,N
pluk,3.89,3.66,3.78,6.45,N
plukken,4.28,4.67,3.75,5.68,V
plunje,4.11,3.57,3.47,9.64,N
plus,4.86,4.09,4.50,5.81,N
pocherig,2.62,4.33,3.95,11.21,A
poedel,3.92,4.08,2.92,6.61,N
poeder,3.94,3.22,3.33,6.10,N
poef,4.31,2.89,3.50,7.16,N
poel,3.95,3.27,3.46,7.50,N
poema,4.34,5.27,5.39,7.81,N
poen,4.94,4.16,4.86,7.16,N
poes,4.88,4.16,3.36,3.94,N
poets,3.84,4.09,3.75,6.97,N
poetsen,3.69,5.06,3.56,6.03,V
pogen,4.30,4.60,3.59,9.63,V
poker,4.50,4.48,4.56,10.45,N
pokken,2.53,3.98,4.05,6.81,N
polder,4.27,3.16,3.60,8.29,N
politie,3.69,5.27,5.23,5.35,N
polo,4.25,4.25,3.81,9.23,N
pols,4.16,3.78,3.58,5.58,N
polsen,4.02,4.27,3.95,7.61,V
pomp,4.09,4.14,3.91,6.74,N
pompen,3.91,5.17,4.44,7.19,V
pond,4.25,3.48,3.89,8.48,N
pooier,2.11,4.80,5.14,11.13,N
pool,4.14,3.53,4.29,9.71,N
poort,4.22,3.39,4.23,5.77,N
poos,3.89,3.37,3.40,6.84,N
poot,3.92,3.66,3.80,4.55,N
pop,4.22,3.09,3.28,3.71,N
populair,5.56,5.05,5.17,7.68,A
por,3.43,4.69,4.23,8.28,N
porno,3.59,5.83,4.22,10.90,N
porren,3.50,4.87,4.38,8.35,V
port,4.14,3.71,4.03,10.36,N
pose,4.16,3.25,4.02,10.16,N
positief,6.23,4.63,5.11,7.35,A
post,4.56,3.61,3.66,5.39,N
posten,4.19,4.14,3.91,6.52,V
poster,4.52,3.22,3.83,6.55,N
pot,3.97,3.17,3.72,4.55,N
potent,5.06,4.59,5.16,11.37,A
potentie,5.48,4.66,5.00,10.68,N
potig,3.57,4.35,4.63,9.40,A
pover,2.78,3.07,2.85,9.84,A
praal,4.98,3.83,4.40,8.89,N
praat,4.33,4.50,3.97,4.63,N
pracht,5.64,4.25,4.78,7.61,N
prachtig,6.33,4.63,5.22,6.45,A
prairie,4.47,3.24,3.97,9.79,N
praktisch,5.25,4.38,4.61,8.87,A
prat,4.24,3.76,4.08,11.48,A
praten,5.00,4.79,4.39,4.45,V
preek,2.92,4.11,4.45,7.65,N
prei,4.28,3.14,3.52,6.45,N
preken,2.94,4.53,4.11,7.84,V
prent,4.25,3.53,3.56,6.48,N
prenten,4.33,3.84,3.72,6.50,V
pret,6.00,5.42,4.63,5.55,N
pretentieus,2.85,4.46,4.51,11.34,A
prettig,6.09,4.64,4.72,6.10,A
preuts,2.92,3.02,2.81,10.58,A
priem,3.57,3.73,4.34,9.79,N
priester,3.52,3.28,3.88,6.35,N
prijs,4.50,4.03,4.50,5.29,N
prik,3.02,4.64,4.34,4.90,N
prikkelbaar,2.52,4.91,3.77,9.42,A
prikkelend,4.73,5.33,4.80,8.48,A
prikken,2.95,4.88,4.33,5.39,V
pril,4.41,3.55,2.94,9.19,A
prins,5.05,4.20,5.13,4.97,N
pro,5.44,4.47,5.13,9.74,A
probleem,2.58,4.65,4.19,6.20,N
productief,5.64,5.47,5.27,10.39,A
proef,3.97,4.20,4.02,6.35,N
proeven,4.95,4.27,4.06,5.42,V
prof,4.64,4.42,5.13,9.68,N
progressief,5.20,5.02,5.00,12.06,A
prompt,4.13,4.33,4.32,10.42,A
pronken,4.63,5.14,4.83,8.94,V
pront,4.56,4.28,4.45,10.08,A
prooi,3.06,4.09,2.91,6.81,N
proost,5.33,4.38,4.27,7.90,R
prop,3.41,3.35,3.66,6.26,N
proper,5.22,3.61,4.27,8.03,A
proppen,3.25,4.75,4.08,7.03,V
protest,3.14,5.59,5.22,8.87,N
pruik,3.58,3.16,3.45,6.58,N
pruim,4.11,3.38,3.25,5.84,N
psalm,3.98,2.79,3.78,8.93,N
psyche,4.46,4.54,4.81,12.35,N
pub,4.76,4.89,4.20,10.00,N
puber,3.52,5.20,4.14,8.77,N
puin,2.61,3.91,4.09,7.48,N
puinhoop,2.38,4.73,3.83,7.13,N
puist,2.20,3.70,4.00,8.35,N
pukkel,2.34,3.83,3.78,7.74,N
pulp,3.75,3.25,3.32,8.50,N
punch,4.34,3.95,4.20,11.00,N
punk,3.66,4.89,4.50,10.03,N
punt,4.05,3.09,4.11,5.23,N
pup,5.47,4.64,2.97,5.40,N
purper,4.22,3.46,4.04,8.64,A
put,3.36,3.19,3.52,4.93,N
puur,5.25,3.73,5.02,7.13,A
puzzel,4.69,3.27,3.64,4.19,N
python,3.20,5.03,5.61,9.13,N
raad,4.80,3.88,4.55,7.48,N
raadsel,4.45,4.27,4.16,6.35,N
raaf,3.78,4.17,4.11,6.90,N
raak,4.58,4.65,4.66,5.68,A
raam,4.33,3.09,3.70,4.42,N
raap,3.98,3.41,3.61,7.24,N
raar,3.23,3.95,3.88,5.52,A
rabbi,3.90,3.42,4.20,10.82,N
rabbijn,3.87,3.56,4.52,10.07,N
race,4.50,6.06,4.91,6.58,N
racen,4.45,6.23,4.73,6.45,V
rad,4.13,4.14,3.89,7.16,N
radar,4.05,4.02,4.45,9.16,N
raden,4.20,4.36,3.47,5.55,V
radicaal,2.59,5.30,5.59,10.71,A
radijs,4.28,3.36,3.33,7.16,N
radio,4.78,4.38,4.30,4.77,N
rage,4.06,4.58,4.73,8.77,N
rail,3.95,3.55,4.19,7.26,N
raken,4.08,4.81,4.36,5.39,V
raket,4.00,5.84,5.27,6.19,N
ram,3.92,4.59,4.70,6.90,N
rammel,3.06,4.67,4.09,5.70,N
rammen,2.69,5.83,5.22,7.16,V
ramp,1.61,6.02,5.42,6.45,N
ranch,4.40,4.06,4.44,9.40,N
rand,3.69,3.42,3.69,6.06,N
rang,3.83,3.69,4.59,8.32,N
rank,4.02,3.58,4.19,8.81,N
rantsoen,3.73,3.52,3.78,10.13,N
rap,4.33,5.22,4.75,6.48,A
rapen,3.95,4.30,3.59,5.74,V
rapport,4.13,4.11,4.52,5.97,N
ras,3.75,3.77,4.33,7.45,N
rasp,3.84,3.91,4.02,7.39,N
raspen,3.80,4.73,3.88,7.39,V
raster,3.88,3.35,3.98,9.37,N
rat,2.80,4.66,3.55,5.03,N
ratel,3.69,4.42,3.91,7.75,N
ratelslang,2.84,4.84,5.17,7.65,N
rationeel,5.17,3.95,5.00,11.03,A
rauw,3.30,3.52,3.98,6.81,A
ravijn,2.94,4.25,4.84,7.83,N
rayon,3.98,3.32,3.83,11.04,N
razen,2.83,6.06,4.98,7.90,V
razend,2.06,6.34,5.58,7.00,A
razernij,2.06,6.36,5.38,9.38,N
realistisch,5.33,4.05,4.67,9.55,A
rebel,3.25,5.77,5.30,8.68,N
rebels,3.84,5.83,5.28,8.84,A
recessie,2.56,3.84,3.51,12.10,N
recht,4.84,3.58,4.89,6.10,A
rechtop,4.56,4.00,4.70,5.65,A
rechts,4.13,3.88,4.27,5.58,A
rechtschapen,5.36,3.90,5.08,11.54,A
rechtvaardig,5.91,3.97,5.61,8.87,A
reddeloos,2.20,3.20,2.32,8.94,A
redden,5.55,5.48,5.09,5.74,V
redder,5.70,5.27,5.36,6.29,N
redding,5.70,5.55,4.91,6.77,N
rede,4.67,3.75,4.63,9.55,N
redelijk,4.78,3.66,4.22,7.65,A
reden,4.47,3.78,4.55,7.03,N
ree,4.67,4.30,3.90,7.10,N
reeks,4.13,3.59,4.02,7.58,N
reep,4.48,3.27,3.78,5.71,N
reet,2.88,4.11,4.30,7.58,N
regel,3.94,3.55,4.75,6.26,N
regen,3.45,4.30,4.09,3.94,N
regenboog,5.77,3.22,3.89,5.03,N
reiger,4.27,3.75,3.90,6.58,N
reiken,4.34,4.52,4.08,8.03,V
rein,4.97,3.28,4.27,9.33,A
reis,5.86,4.84,4.31,5.39,N
reizen,5.70,5.38,4.47,5.87,V
rek,4.02,3.48,3.92,5.71,N
rekken,3.86,4.50,3.88,7.00,V
rel,2.48,5.90,5.00,8.26,N
reling,3.88,3.32,4.02,7.97,N
rem,3.89,4.17,4.44,5.65,N
remmen,3.59,5.19,4.02,5.32,V
ren,4.05,5.02,4.16,6.16,N
rennen,4.09,5.98,4.48,4.74,V
rente,4.27,3.89,4.31,9.71,N
reptiel,3.84,3.89,4.14,7.39,N
resoluut,4.51,4.61,5.52,10.58,A
respect,6.11,4.00,5.17,7.32,N
rest,3.73,3.33,3.42,6.10,N
reu,4.10,4.28,4.00,8.54,N
reuk,4.48,3.88,4.33,6.39,N
reuma,2.03,3.42,3.45,9.77,N
reus,3.94,4.48,5.63,5.13,N
reuze,5.11,4.64,5.14,6.68,A
revolver,2.48,5.25,5.72,7.52,N
rib,4.09,3.31,3.88,6.84,N
richel,3.63,3.55,3.85,8.36,N
richten,4.11,4.58,4.45,6.19,V
ridder,4.88,5.23,5.28,5.55,N
riek,3.71,3.93,4.25,7.23,N
riem,4.11,3.30,4.13,5.77,N
riet,4.22,3.02,3.44,7.03,N
rigide,3.11,3.43,4.28,12.30,A
rij,3.63,3.36,3.73,4.45,N
rijden,4.52,4.97,4.23,4.32,V
rijk,5.58,4.17,5.38,5.29,A
rijkdom,5.69,4.20,5.30,6.87,N
rijm,4.69,3.63,3.91,6.32,N
rijmen,4.72,4.31,3.92,6.26,V
rijp,4.94,3.78,4.36,6.45,A
rijpen,4.75,4.00,4.09,7.74,V
rijst,4.50,3.06,3.55,5.35,N
rijzen,4.38,4.22,4.41,8.42,V
rillen,2.83,4.61,3.42,6.97,V
rimboe,4.21,4.35,4.44,8.42,N
rimpel,3.06,3.16,3.59,7.23,N
ring,4.91,3.38,4.17,4.35,N
riool,2.64,3.50,3.63,6.65,N
riskant,2.98,5.27,4.77,8.90,A
rit,4.41,4.28,3.89,5.80,N
rite,3.93,4.02,4.38,12.33,N
ritme,5.02,4.75,4.51,7.32,N
rits,4.05,3.56,3.81,4.90,N
ritsen,4.08,4.59,3.98,7.16,V
rivier,4.64,4.02,4.39,5.90,N
robijn,5.14,3.27,4.72,9.40,N
robot,4.06,4.25,4.27,6.29,N
robuust,4.58,4.05,5.42,9.93,A
rock,4.72,5.59,4.95,9.19,N
roddel,2.61,5.06,3.84,8.33,N
roebel,3.80,3.67,3.83,10.71,N
roede,3.34,4.17,4.52,7.88,N
roeien,4.31,5.39,4.30,6.45,V
roekeloos,2.59,5.41,4.20,9.90,A
roem,5.19,4.58,5.16,8.00,N
roep,3.70,5.02,4.50,4.65,N
roepen,3.61,5.41,4.63,4.65,V
roer,4.05,4.06,4.36,7.16,N
roeren,4.11,4.60,3.84,5.45,V
roes,3.59,2.64,3.36,10.55,N
roest,2.89,3.14,3.98,6.77,N
roesten,2.73,3.45,3.92,7.48,V
roet,3.02,3.19,3.77,7.31,N
roffel,3.90,4.62,4.12,8.61,N
rog,4.03,3.71,3.61,8.07,N
rogge,4.08,3.35,3.59,9.15,N
rok,4.69,3.75,3.72,5.39,N
roken,2.84,3.78,3.45,6.68,V
rol,4.13,3.44,3.83,6.00,N
rollen,4.38,4.94,3.70,5.19,V
rolstoel,2.69,3.30,3.19,6.35,N
roman,5.16,3.31,3.66,9.03,N
romantiek,5.91,4.47,4.72,8.65,N
romantisch,5.97,4.42,4.61,8.13,A
rommel,2.81,3.97,3.61,5.42,N
romp,3.97,3.53,4.20,7.94,N
rond,4.27,3.41,3.80,4.55,A
rood,4.39,4.38,4.63,3.68,A
roof,2.28,5.34,4.69,7.13,N
roofdier,3.52,5.70,5.58,6.84,N
roofmoord,1.28,6.31,5.56,10.37,N
rooien,3.62,4.82,4.29,9.15,V
rook,3.00,3.95,4.19,5.16,N
rookpluim,3.28,3.95,4.20,7.70,N
room,4.45,3.22,3.53,6.97,N
roomijs,5.30,3.19,3.64,6.13,N
roos,5.23,3.20,3.81,5.13,N
rooster,3.95,3.36,4.19,7.29,N
ros,3.95,4.05,4.05,8.33,A
rot,2.22,3.72,3.53,5.81,A
rots,4.25,2.98,5.27,5.45,N
rotten,1.95,3.86,3.92,7.19,V
rotzak,1.88,4.89,4.66,7.52,N
rotzooi,2.33,4.31,4.02,7.00,N
route,4.22,3.89,4.06,7.45,N
rouw,1.95,3.27,4.16,8.58,N
roven,2.30,5.59,4.81,6.77,V
rover,2.44,5.47,5.17,6.94,N
roze,4.59,3.19,3.13,4.68,A
rozijn,4.41,3.23,3.36,5.03,N
rubber,4.03,3.27,3.95,7.16,N
rubriek,4.20,3.19,3.86,9.45,N
rug,4.11,3.70,4.08,4.42,N
rugpijn,1.98,4.06,3.55,6.71,N
ruig,3.67,5.33,5.23,8.45,A
ruiken,4.53,4.36,4.11,4.81,V
ruil,4.23,4.08,3.83,5.94,N
ruilen,4.33,4.55,3.75,5.84,V
ruim,5.03,3.59,4.48,7.16,A
ruimdenkend,5.67,4.38,5.22,10.03,A
ruimen,3.58,4.62,4.17,7.77,V
ruis,3.02,3.64,3.89,8.32,N
ruisen,3.46,4.13,3.66,8.03,V
ruit,4.17,3.37,3.72,5.90,N
ruk,3.17,4.86,4.59,7.52,N
rukken,3.25,5.56,4.72,8.68,V
rum,4.36,3.92,4.88,10.13,N
rumoer,3.02,5.45,4.36,7.65,N
rumoerig,2.94,5.28,4.69,8.35,A
rund,3.66,4.02,4.23,6.55,N
rups,4.25,3.39,2.61,5.71,N
Rusland,3.86,3.89,4.70,8.03,N
rust,5.30,1.89,3.89,5.35,N
rusten,5.34,1.89,3.52,5.48,V
rusthuis,3.55,2.23,3.06,8.26,N
rustig,5.30,2.00,3.84,5.29,A
ruw,2.95,4.72,4.83,7.10,A
ruzie,2.14,5.95,4.84,4.84,N
ruziemaken,2.22,5.91,4.69,5.23,V
saai,2.42,2.16,2.83,5.71,A
sabbat,3.90,2.73,3.98,10.75,N
sabel,3.39,4.38,5.09,8.07,N
sadist,1.70,5.17,4.95,11.03,N
safe,4.98,3.10,4.88,10.00,N
saffier,4.95,3.28,4.76,10.38,N
sage,4.65,3.69,3.96,11.29,N
saldo,4.46,4.06,4.50,10.39,N
salon,4.61,2.98,3.69,7.13,N
salsa,5.20,5.52,4.13,9.52,N
salvo,3.71,5.18,4.80,10.04,N
samenhangend,5.05,3.63,4.70,9.65,A
sandaal,4.20,2.95,3.36,5.29,N
sap,4.70,3.19,3.58,5.19,N
sarcastisch,3.28,4.31,4.81,10.55,A
satan,1.86,5.42,5.59,9.10,N
satijn,5.02,2.91,3.46,9.52,N
satirisch,3.98,4.47,4.80,12.36,A
sauna,5.14,2.73,4.28,7.84,N
saus,4.64,3.34,3.67,5.06,N
sax,4.75,4.15,4.11,8.50,N
scala,4.39,3.87,4.28,11.00,N
scalp,2.97,3.82,4.68,10.81,N
scene,3.89,4.35,4.14,8.77,N
scepter,3.87,3.79,5.10,10.47,N
sceptisch,3.34,4.16,4.45,11.87,A
schaak,4.20,3.72,4.43,7.45,N
schaal,4.11,3.13,3.86,5.94,N
schaamhaar,3.27,3.63,3.88,9.32,N
schaamte,2.47,4.05,3.16,7.13,N
schaamteloos,3.02,4.28,4.23,8.58,A
schaap,4.42,3.34,3.13,4.10,N
schaar,3.81,3.77,4.50,4.23,N
schaars,2.97,3.66,3.28,9.23,A
schaats,4.31,4.25,4.11,6.42,N
schaatsen,4.89,5.28,4.14,6.35,V
schacht,3.60,3.83,3.71,11.16,N
schade,2.48,4.41,4.17,7.10,N
schaden,2.44,4.91,4.28,7.94,V
schaduw,3.89,2.97,3.44,5.61,N
schakel,4.28,3.64,3.98,7.29,N
schaken,4.41,3.77,4.33,7.00,V
schalen,4.00,3.44,3.75,8.07,V
schamel,2.81,3.32,2.82,9.96,A
schamen,2.47,4.30,2.97,6.65,V
schamper,3.27,3.61,3.48,9.78,A
schandaal,2.11,5.23,4.33,9.03,N
schande,2.27,4.14,3.86,7.71,N
schap,4.02,3.23,3.97,8.23,N
scharnier,4.09,3.55,4.08,7.94,N
schat,5.94,4.44,4.92,5.29,N
schatrijk,5.88,4.42,5.64,6.94,A
schatten,4.67,4.44,3.95,7.03,V
schattig,5.92,3.72,3.48,5.65,A
schaven,3.44,4.69,4.26,8.00,V
schavot,2.78,4.28,4.15,10.21,N
schede,3.83,3.86,4.03,10.08,N
schedel,3.50,3.58,4.48,6.90,N
scheef,3.21,3.55,3.44,6.00,A
scheel,2.69,3.50,3.11,6.35,A
scheet,2.86,4.25,4.09,4.97,N
scheiden,1.98,5.02,3.83,7.52,V
scheiding,1.80,5.13,3.91,7.84,N
schel,3.02,4.58,4.32,8.03,A
schelden,2.22,5.60,4.73,6.23,V
schelen,3.55,4.05,3.92,7.32,V
schelp,4.55,2.78,3.53,5.32,N
schema,4.28,3.56,4.09,7.65,N
schemer,4.27,3.19,3.73,8.13,N
schenken,5.30,4.56,4.03,6.68,V
schep,4.00,4.13,4.09,5.16,N
scheppen,4.20,4.81,4.42,5.52,V
scheren,3.81,4.58,4.14,6.77,V
scherf,3.14,3.98,4.02,7.00,N
scherm,4.22,3.21,3.89,6.39,N
schermen,4.20,5.02,4.33,7.81,V
scherp,3.75,4.41,5.03,5.87,A
scherpzinnig,5.20,4.84,5.03,9.87,A
scherts,3.94,4.18,3.96,10.58,N
schets,4.44,3.47,3.77,7.61,N
schetsen,4.56,4.40,3.86,7.26,V
scheur,3.00,3.89,3.61,5.81,N
scheuren,3.09,5.03,4.22,5.77,V
scheut,4.19,3.86,3.81,8.19,N
schieten,2.61,5.67,5.20,5.74,V
schijf,4.19,3.45,3.88,6.68,N
schijn,3.31,3.44,3.59,7.13,N
schijnen,4.45,4.38,3.89,6.19,V
schijt,2.03,3.81,4.33,7.03,N
schikken,3.89,4.14,3.72,8.23,V
schil,3.81,3.14,3.50,5.74,N
schild,3.98,3.60,5.25,6.39,N
schilder,4.58,4.19,3.91,5.58,N
schillen,3.75,4.44,3.84,6.13,V
schim,3.14,3.23,3.29,8.77,N
schimmel,2.33,3.80,4.05,7.65,N
schip,4.50,4.23,4.50,4.81,N
schipbreuk,2.34,5.23,4.03,8.06,N
schoen,4.31,3.53,3.69,3.90,N
schoft,2.08,4.55,4.52,8.29,N
schok,2.73,5.39,4.97,6.39,N
schokken,2.92,5.27,4.44,7.45,V
schommel,4.84,4.41,3.55,4.23,N
school,4.56,4.33,4.30,3.55,N
schoon,5.50,3.59,4.31,5.19,A
schoonheid,6.17,4.13,5.06,7.23,N
schoot,4.41,3.34,3.83,4.77,N
schop,3.14,4.78,4.63,5.10,N
schoppen,2.92,5.28,4.73,5.26,V
schor,3.17,3.55,3.27,8.43,A
schors,3.94,3.08,3.81,6.94,N
schorsen,2.68,4.61,4.61,9.48,V
schort,4.03,3.36,3.52,6.03,N
schot,2.67,5.55,5.40,6.48,N
schotel,4.22,3.39,3.80,6.29,N
schouder,4.19,3.50,4.03,5.16,N
schouw,4.30,3.14,3.95,7.48,N
schraal,2.88,3.19,3.11,8.54,A
schram,2.92,4.08,3.42,6.06,N
schrammen,2.86,4.41,3.95,5.77,V
schrap,3.62,4.74,4.02,8.06,N
schrapen,3.27,4.50,3.83,8.29,V
schrappen,3.17,4.70,4.16,7.61,V
schreef,3.68,3.69,3.97,7.37,N
schreeuw,2.83,5.70,5.00,5.39,N
schreeuwen,2.67,6.06,4.94,5.39,V
schreien,2.73,4.93,3.24,7.73,V
schriel,2.94,3.25,2.73,9.77,A
schrift,4.23,3.25,3.95,5.48,N
schrijn,3.25,3.48,3.57,10.30,N
schrijven,4.67,4.44,4.05,5.00,V
schrijver,4.70,4.02,3.98,6.61,N
schrik,2.59,5.48,3.89,5.26,N
schrikken,2.92,5.59,3.59,5.23,V
schril,3.02,3.87,3.48,9.80,A
schroef,4.00,3.64,4.27,6.71,N
schroeven,3.86,4.39,4.27,7.39,V
schrok,2.89,5.33,4.29,6.59,N
schroom,3.26,3.31,3.26,9.75,N
schuchter,3.03,2.98,2.73,9.64,A
schudden,3.84,4.86,4.38,5.84,V
schuif,4.00,3.42,3.76,6.52,N
schuilen,3.44,4.03,2.86,6.32,V
schuilplaats,3.89,3.38,3.58,6.29,N
schuim,4.39,3.47,3.42,5.58,N
schuin,3.75,3.47,3.55,6.00,A
schuit,4.05,3.57,3.82,7.82,N
schuiven,3.89,4.34,3.70,5.97,V
schuld,2.45,4.03,4.03,6.06,N
schuldgevoel,2.30,4.27,3.53,8.29,N
schuldig,2.31,4.39,4.22,6.77,A
schuren,3.64,4.78,4.13,7.52,V
schurft,1.98,4.16,3.70,9.65,N
schurk,2.17,5.25,4.83,6.29,N
schuur,3.95,3.25,3.73,5.52,N
schuw,2.89,3.14,2.76,7.87,A
scooter,3.98,5.13,4.13,8.81,N
score,4.67,4.19,4.48,6.97,N
script,4.30,3.72,4.03,9.97,N
scrotum,3.29,4.29,4.21,12.22,N
sein,4.09,4.27,4.02,7.74,N
seinen,4.17,4.59,4.21,8.77,V
seizoen,4.73,3.94,4.11,6.00,N
seks,5.83,6.42,5.42,9.19,N
seksen,5.19,6.31,5.09,10.06,V
sekte,2.06,4.63,4.55,10.13,N
sentimenteel,3.95,3.95,3.16,10.23,A
sereen,5.13,2.48,4.17,11.80,A
sergeant,3.92,4.89,5.34,8.65,N
serie,4.64,3.69,4.00,7.77,N
serpent,2.40,4.85,4.78,10.42,N
serre,4.50,2.91,3.77,7.19,N
sessie,4.03,3.98,3.91,9.81,N
set,4.27,3.61,4.08,8.84,N
sexy,6.08,5.38,5.30,9.06,A
sfeer,5.52,4.22,4.47,7.61,N
sfinx,4.49,3.38,4.97,10.06,N
shampoo,4.77,3.48,3.50,4.48,N
sheriff,4.35,4.79,5.28,7.48,N
sherry,4.25,3.56,4.22,10.57,N
shirt,4.42,3.30,3.75,5.53,N
shit,2.38,4.28,4.20,8.19,N
shock,2.50,5.48,4.83,8.97,N
shop,4.55,4.03,4.11,8.13,N
shorts,4.48,3.48,3.81,8.61,N
shot,3.60,5.13,4.78,10.29,N
show,5.11,5.42,4.23,6.45,N
sieraad,5.36,3.42,4.30,7.00,N
sierlijk,5.50,3.75,4.50,8.45,A
sigaar,3.50,3.03,4.08,7.65,N
sigaret,2.70,3.27,3.77,6.13,N
sikkel,3.62,3.87,4.25,9.47,N
silo,3.90,3.23,4.16,9.46,N
simpel,4.34,2.88,3.22,5.65,A
singel,4.09,3.82,3.80,8.83,N
sint,5.05,4.00,4.05,3.74,N
sip,2.77,2.70,2.84,6.48,A
siroop,4.36,3.30,3.52,5.48,N
sjaal,4.53,3.08,3.67,4.81,N
sjalot,4.26,3.10,3.76,10.56,N
sjeik,4.06,3.75,5.31,9.90,N
sjouwen,3.19,5.44,4.20,8.42,V
skelet,2.84,2.88,3.94,6.71,N
ski,4.78,4.64,4.02,6.48,N
sla,4.44,3.16,3.06,5.10,N
slaaf,1.89,4.23,2.05,7.48,N
slaan,2.20,5.56,5.08,4.52,V
slaap,5.11,1.86,3.72,4.29,N
slaapzaal,3.88,2.80,3.86,6.77,N
slachten,2.19,5.59,4.83,7.55,V
slachting,1.67,5.73,5.14,8.32,N
slag,3.33,4.94,4.58,6.42,N
slagen,5.02,5.28,5.27,6.94,V
slager,4.02,4.75,4.47,5.16,N
slagveld,2.23,5.55,5.16,7.74,N
slak,3.58,2.33,2.66,4.87,N
slang,3.22,4.57,4.73,4.58,N
slank,5.23,3.80,4.21,6.90,A
slap,2.86,2.44,2.13,5.58,A
slapen,5.50,1.91,3.64,3.06,V
slecht,2.05,4.02,3.67,4.48,A
slechtgehumeurd,2.36,4.05,3.73,8.65,A
slee,4.91,4.00,3.84,4.77,N
