word;aoa;percentknown;;;;;;
onecht;8,90;100,0;;;;;;
opbergkast;8,90;100,0;;;;;;
ordelijk;8,90;100,0;;;;;;
pittig;8,90;100,0;;;;;;
rotzooi;8,90;100,0;;;;;;
schuren;8,90;100,0;;;;;;
vertraagd;8,90;100,0;;;;;;
bruidspaar;8,90;99,6;;;;;;
chic;8,90;99,6;;;;;;
ruk;8,90;99,6;;;;;;
canon;8,90;91,0;;;;;;
etter;8,91;99,1;;;;;;
basis;8,91;100,0;;;;;;
piek;8,91;97,2;;;;;;
kubus;8,91;100,0;;;;;;
beha;8,91;100,0;;;;;;
kloof;8,92;100,0;;;;;;
pepermolen;8,92;100,0;;;;;;
monopolie;8,92;100,0;;;;;;
stunt;8,92;100,0;;;;;;
ratelslang;8,93;100,0;;;;;;
handbal;8,93;100,0;;;;;;
jogging;8,93;100,0;;;;;;
alhier;8,93;77,8;;;;;;
gister;8,93;77,8;;;;;;
trottinette;8,93;77,8;;;;;;
warkop;8,93;77,8;;;;;;
aftelsom;8,93;70,0;;;;;;
slazwierder;8,93;86,7;;;;;;
badstof;8,93;83,3;;;;;;
koteren;8,93;83,3;;;;;;
ringelen;8,93;83,3;;;;;;
vijfje;8,93;83,3;;;;;;
fortuin;8,93;100,0;;;;;;
kappen;8,93;99,6;;;;;;
rechtstandig;8,94;88,9;;;;;;
tornooi;8,94;88,9;;;;;;
papkind;8,94;80,0;;;;;;
blaten;8,94;91,5;;;;;;
harp;8,94;100,0;;;;;;
achterheen;8,94;94,4;;;;;;
alleman;8,94;94,4;;;;;;
dorps;8,94;94,4;;;;;;
onderdompelen;8,94;94,4;;;;;;
oogklep;8,94;94,4;;;;;;
opstel;8,94;94,4;;;;;;
overwinnaar;8,94;94,4;;;;;;
rookster;8,94;94,4;;;;;;
schimmelen;8,94;94,4;;;;;;
wielrijder;8,94;94,4;;;;;;
aannemen;8,94;100,0;;;;;;
allerbest;8,94;100,0;;;;;;
alsook;8,94;100,0;;;;;;
bandopnemer;8,94;100,0;;;;;;
bedenker;8,94;100,0;;;;;;
behaard;8,94;100,0;;;;;;
beroofd;8,94;100,0;;;;;;
bestuderen;8,94;100,0;;;;;;
bevoorraden;8,94;100,0;;;;;;
bezichtigen;8,94;100,0;;;;;;
binnenkomst;8,94;100,0;;;;;;
boordevol;8,94;100,0;;;;;;
broederlijk;8,94;100,0;;;;;;
broodjeszaak;8,94;100,0;;;;;;
buikspier;8,94;100,0;;;;;;
cirkelen;8,94;100,0;;;;;;
dagenlang;8,94;100,0;;;;;;
dolverliefd;8,94;100,0;;;;;;
driekwart;8,94;100,0;;;;;;
duimafdruk;8,94;100,0;;;;;;
eenvoud;8,94;100,0;;;;;;
eiervormig;8,94;100,0;;;;;;
ertegenaan;8,94;100,0;;;;;;
finalist;8,94;100,0;;;;;;
fotokopiëren;8,94;100,0;;;;;;
gedierte;8,94;100,0;;;;;;
gierigaard;8,94;100,0;;;;;;
glimmend;8,94;100,0;;;;;;
goedkeuren;8,94;100,0;;;;;;
hiertegen;8,94;100,0;;;;;;
hoorbaar;8,94;100,0;;;;;;
huilerig;8,94;100,0;;;;;;
inenting;8,94;100,0;;;;;;
inrichting;8,94;100,0;;;;;;
kladblok;8,94;100,0;;;;;;
klungel;8,94;100,0;;;;;;
koetsier;8,94;100,0;;;;;;
koningschap;8,94;100,0;;;;;;
krijger;8,94;100,0;;;;;;
kruidenier;8,94;100,0;;;;;;
kunstbloem;8,94;100,0;;;;;;
langwerpig;8,94;100,0;;;;;;
leesgenot;8,94;100,0;;;;;;
leeszaal;8,94;100,0;;;;;;
logé;8,94;100,0;;;;;;
lunchpauze;8,94;100,0;;;;;;
massage;8,94;100,0;;;;;;
meren;8,94;100,0;;;;;;
milliliter;8,94;100,0;;;;;;
moeite;8,94;100,0;;;;;;
mondholte;8,94;100,0;;;;;;
morgenstond;8,94;100,0;;;;;;
natuurgebied;8,94;100,0;;;;;;
neerdalen;8,94;100,0;;;;;;
noodzakelijk;8,94;100,0;;;;;;
omzwaaien;8,94;100,0;;;;;;
onbeantwoord;8,94;100,0;;;;;;
ondergronds;8,94;100,0;;;;;;
ontvanger;8,94;100,0;;;;;;
onverwacht;8,94;100,0;;;;;;
oorlogsschip;8,94;100,0;;;;;;
opkijken;8,94;100,0;;;;;;
opstappen;8,94;100,0;;;;;;
opstellen;8,94;100,0;;;;;;
overgang;8,94;100,0;;;;;;
overreden;8,94;100,0;;;;;;
pluspunt;8,94;100,0;;;;;;
politiechef;8,94;100,0;;;;;;
popgroep;8,94;100,0;;;;;;
porseleinen;8,94;100,0;;;;;;
poseren;8,94;100,0;;;;;;
prestatie;8,94;100,0;;;;;;
relatie;8,94;100,0;;;;;;
renpaard;8,94;100,0;;;;;;
roddelen;8,94;100,0;;;;;;
roepnaam;8,94;100,0;;;;;;
roestig;8,94;100,0;;;;;;
ronduit;8,94;100,0;;;;;;
ruimtevaart;8,94;100,0;;;;;;
samenwonen;8,94;100,0;;;;;;
slipper;8,94;100,0;;;;;;
spijkerbroek;8,94;100,0;;;;;;
spionage;8,94;100,0;;;;;;
spionnetje;8,94;100,0;;;;;;
sportschool;8,94;100,0;;;;;;
spreekwoord;8,94;100,0;;;;;;
stammen;8,94;100,0;;;;;;
telefoonlijn;8,94;100,0;;;;;;
tochtig;8,94;100,0;;;;;;
toekomen;8,94;100,0;;;;;;
toppunt;8,94;100,0;;;;;;
tortelduif;8,94;100,0;;;;;;
truttig;8,94;100,0;;;;;;
uitgerekend;8,94;100,0;;;;;;
uitzuigen;8,94;100,0;;;;;;
vakantieoord;8,94;100,0;;;;;;
veelvoud;8,94;100,0;;;;;;
verrotten;8,94;100,0;;;;;;
versnipperen;8,94;100,0;;;;;;
vervallen;8,94;100,0;;;;;;
vervuilen;8,94;100,0;;;;;;
vla;8,94;100,0;;;;;;
vlinderslag;8,94;100,0;;;;;;
volume;8,94;100,0;;;;;;
voordragen;8,94;100,0;;;;;;
voorjaar;8,94;100,0;;;;;;
voorronde;8,94;100,0;;;;;;
voorspelbaar;8,94;100,0;;;;;;
vrijlating;8,94;100,0;;;;;;
weigering;8,94;100,0;;;;;;
zogezegd;8,94;100,0;;;;;;
bakkes;8,95;95,0;;;;;;
binnenpret;8,95;95,0;;;;;;
lachwekkend;8,95;95,0;;;;;;
reisgids;8,95;95,0;;;;;;
stillezen;8,95;95,0;;;;;;
uitrijden;8,95;95,0;;;;;;
gevel;8,95;100,0;;;;;;
computerspel;8,95;100,0;;;;;;
bankkaart;8,95;100,0;;;;;;
hockey;8,95;100,0;;;;;;
amandelen;8,95;100,0;;;;;;
bedenken;8,95;100,0;;;;;;
begluren;8,95;100,0;;;;;;
bijpassend;8,95;100,0;;;;;;
chipolata;8,95;100,0;;;;;;
denkbaar;8,95;100,0;;;;;;
dienblad;8,95;100,0;;;;;;
doelen;8,95;100,0;;;;;;
felicitatie;8,95;100,0;;;;;;
gebroeders;8,95;100,0;;;;;;
getuige;8,95;100,0;;;;;;
heenbrengen;8,95;100,0;;;;;;
helderziend;8,95;100,0;;;;;;
hondenweer;8,95;100,0;;;;;;
jawoord;8,95;100,0;;;;;;
kosteloos;8,95;100,0;;;;;;
letterwoord;8,95;100,0;;;;;;
magiër;8,95;100,0;;;;;;
marcheren;8,95;100,0;;;;;;
omroepster;8,95;100,0;;;;;;
onderonsje;8,95;100,0;;;;;;
oppervlakte;8,95;100,0;;;;;;
opsteken;8,95;100,0;;;;;;
piepkuiken;8,95;100,0;;;;;;
popmuziek;8,95;100,0;;;;;;
recorder;8,95;100,0;;;;;;
restafval;8,95;100,0;;;;;;
smaakloos;8,95;100,0;;;;;;
stekeblind;8,95;100,0;;;;;;
straatarm;8,95;100,0;;;;;;
tussenkomst;8,95;100,0;;;;;;
tweevoudig;8,95;100,0;;;;;;
veelhoek;8,95;100,0;;;;;;
verroesten;8,95;100,0;;;;;;
weerkeren;8,95;100,0;;;;;;
weleens;8,95;100,0;;;;;;
werkpak;8,95;100,0;;;;;;
secretaresse;8,95;100,0;;;;;;
jachtgeweer;8,95;100,0;;;;;;
adelaar;8,95;100,0;;;;;;
zweer;8,95;99,8;;;;;;
valk;8,95;99,4;;;;;;
bankoverval;8,96;100,0;;;;;;
zwerm;8,96;100,0;;;;;;
nevel;8,96;100,0;;;;;;
bod;8,96;100,0;;;;;;
dam;8,96;100,0;;;;;;
doodsangst;8,96;100,0;;;;;;
eer;8,96;100,0;;;;;;
gewelddadig;8,96;100,0;;;;;;
gidsen;8,96;100,0;;;;;;
hijgen;8,96;100,0;;;;;;
klootzak;8,96;100,0;;;;;;
loeren;8,96;100,0;;;;;;
mank;8,96;100,0;;;;;;
mislukking;8,96;100,0;;;;;;
moeras;8,96;100,0;;;;;;
ondankbaar;8,96;100,0;;;;;;
onschuld;8,96;100,0;;;;;;
persen;8,96;100,0;;;;;;
route;8,96;100,0;;;;;;
schipbreuk;8,96;100,0;;;;;;
stroom;8,96;100,0;;;;;;
student;8,96;100,0;;;;;;
treurigheid;8,96;100,0;;;;;;
uitwerpsel;8,96;100,0;;;;;;
beerput;8,96;99,6;;;;;;
kanaal;8,96;99,6;;;;;;
milieu;8,96;99,6;;;;;;
rotzak;8,96;99,6;;;;;;
zwellen;8,96;99,6;;;;;;
razen;8,96;97,8;;;;;;
schrap;8,96;96,9;;;;;;
strofe;8,96;91,5;;;;;;
huur;8,96;100,0;;;;;;
geneesheer;8,97;100,0;;;;;;
steeg;8,97;100,0;;;;;;
krop;8,97;97,1;;;;;;
angel;8,97;99,3;;;;;;
kieuw;8,97;98,2;;;;;;
sleep;8,97;96,4;;;;;;
autodiefstal;8,98;100,0;;;;;;
winkeldiefstal;8,98;97,9;;;;;;
sfeer;8,98;100,0;;;;;;
palet;8,98;99,1;;;;;;
kajak;8,98;100,0;;;;;;
rolkraag;8,98;100,0;;;;;;
cross;8,98;100,0;;;;;;
plegen;8,98;98,6;;;;;;
serie;8,99;100,0;;;;;;
topje;8,99;100,0;;;;;;
loempia;8,99;100,0;;;;;;
grondig;9,00;99,3;;;;;;
roede;9,00;91,6;;;;;;
kwartje;9,00;100,0;;;;;;
aangroeien;9,00;100,0;;;;;;
aanhangwagen;9,00;100,0;;;;;;
aankondiging;9,00;100,0;;;;;;
afknijpen;9,00;100,0;;;;;;
afzeggen;9,00;100,0;;;;;;
apennootje;9,00;100,0;;;;;;
bedreigd;9,00;100,0;;;;;;
bedrijf;9,00;100,0;;;;;;
begeleiding;9,00;100,0;;;;;;
bekaf;9,00;100,0;;;;;;
beschimmelen;9,00;100,0;;;;;;
besturen;9,00;100,0;;;;;;
bezitten;9,00;100,0;;;;;;
bijzitten;9,00;100,0;;;;;;
boekenbeurs;9,00;100,0;;;;;;
boerenmeid;9,00;100,0;;;;;;
bontjas;9,00;100,0;;;;;;
bruidssluier;9,00;100,0;;;;;;
bruidstaart;9,00;100,0;;;;;;
buldog;9,00;100,0;;;;;;
bundel;9,00;100,0;;;;;;
centiliter;9,00;100,0;;;;;;
chique;9,00;100,0;;;;;;
commentaar;9,00;100,0;;;;;;
dagtocht;9,00;100,0;;;;;;
decoratie;9,00;100,0;;;;;;
dichteres;9,00;100,0;;;;;;
donut;9,00;100,0;;;;;;
doodgewoon;9,00;100,0;;;;;;
doormaken;9,00;100,0;;;;;;
doorslaan;9,00;100,0;;;;;;
dorpsbewoner;9,00;100,0;;;;;;
dringen;9,00;100,0;;;;;;
drums;9,00;100,0;;;;;;
dwaasheid;9,00;100,0;;;;;;
eigenares;9,00;100,0;;;;;;
engelachtig;9,00;100,0;;;;;;
ertussenuit;9,00;100,0;;;;;;
evengoed;9,00;100,0;;;;;;
fonkelend;9,00;100,0;;;;;;
fotosessie;9,00;100,0;;;;;;
gebraad;9,00;100,0;;;;;;
gedurfd;9,00;100,0;;;;;;
geestig;9,00;100,0;;;;;;
gekwetter;9,00;100,0;;;;;;
golfclub;9,00;100,0;;;;;;
grondwater;9,00;100,0;;;;;;
halfrond;9,00;100,0;;;;;;
handbereik;9,00;100,0;;;;;;
hartprobleem;9,00;100,0;;;;;;
hemeltje;9,00;100,0;;;;;;
herberg;9,00;100,0;;;;;;
hoofdband;9,00;100,0;;;;;;
hoogheid;9,00;100,0;;;;;;
hygiënisch;9,00;100,0;;;;;;
inkopen;9,00;100,0;;;;;;
inleven;9,00;100,0;;;;;;
internaat;9,00;100,0;;;;;;
jongeren;9,00;100,0;;;;;;
katholiek;9,00;100,0;;;;;;
kersvers;9,00;100,0;;;;;;
kidnappen;9,00;100,0;;;;;;
klapstoel;9,00;100,0;;;;;;
knarsetanden;9,00;100,0;;;;;;
kniebuiging;9,00;100,0;;;;;;
koppigaard;9,00;100,0;;;;;;
kwetteren;9,00;100,0;;;;;;
lachfilm;9,00;100,0;;;;;;
landgenote;9,00;100,0;;;;;;
maaimachine;9,00;100,0;;;;;;
maandelijks;9,00;100,0;;;;;;
medewerking;9,00;100,0;;;;;;
middelpunt;9,00;100,0;;;;;;
mirakel;9,00;100,0;;;;;;
misleiden;9,00;100,0;;;;;;
naderen;9,00;100,0;;;;;;
oeroud;9,00;100,0;;;;;;
oftewel;9,00;100,0;;;;;;
omwoelen;9,00;100,0;;;;;;
ondeelbaar;9,00;100,0;;;;;;
onderuit;9,00;100,0;;;;;;
ongevraagd;9,00;100,0;;;;;;
oorlogstijd;9,00;100,0;;;;;;
opbrengst;9,00;100,0;;;;;;
openhalen;9,00;100,0;;;;;;
opmerken;9,00;100,0;;;;;;
oproep;9,00;100,0;;;;;;
overdekken;9,00;100,0;;;;;;
overhandigen;9,00;100,0;;;;;;
partij;9,00;100,0;;;;;;
passagier;9,00;100,0;;;;;;
pijlsnel;9,00;100,0;;;;;;
pijnstiller;9,00;100,0;;;;;;
plattegrond;9,00;100,0;;;;;;
poedelnaakt;9,00;100,0;;;;;;
postnummer;9,00;100,0;;;;;;
prehistorie;9,00;100,0;;;;;;
pullover;9,00;100,0;;;;;;
radiateur;9,00;100,0;;;;;;
reistijd;9,00;100,0;;;;;;
roeispaan;9,00;100,0;;;;;;
rondreizen;9,00;100,0;;;;;;
rottigheid;9,00;100,0;;;;;;
ruiter;9,00;100,0;;;;;;
samenspel;9,00;100,0;;;;;;
slagwerk;9,00;100,0;;;;;;
sleutelen;9,00;100,0;;;;;;
steenrijk;9,00;100,0;;;;;;
sterfdag;9,00;100,0;;;;;;
tegenin;9,00;100,0;;;;;;
tegenwoordig;9,00;100,0;;;;;;
terugsturen;9,00;100,0;;;;;;
treiterig;9,00;100,0;;;;;;
tweezijdig;9,00;100,0;;;;;;
uittesten;9,00;100,0;;;;;;
valhelm;9,00;100,0;;;;;;
valkuil;9,00;100,0;;;;;;
vastleggen;9,00;100,0;;;;;;
veldweg;9,00;100,0;;;;;;
vergelijking;9,00;100,0;;;;;;
vernoemen;9,00;100,0;;;;;;
verschijnen;9,00;100,0;;;;;;
verschoond;9,00;100,0;;;;;;
verschrikt;9,00;100,0;;;;;;
versnelling;9,00;100,0;;;;;;
vertalen;9,00;100,0;;;;;;
vertraging;9,00;100,0;;;;;;
vetgedrukt;9,00;100,0;;;;;;
voetenwerk;9,00;100,0;;;;;;
voorkomen;9,00;100,0;;;;;;
voorvallen;9,00;100,0;;;;;;
warhoofd;9,00;100,0;;;;;;
weerwolf;9,00;100,0;;;;;;
weglokken;9,00;100,0;;;;;;
wegvallen;9,00;100,0;;;;;;
werkblad;9,00;100,0;;;;;;
wijsheid;9,00;100,0;;;;;;
wisselgeld;9,00;100,0;;;;;;
zoetzuur;9,00;100,0;;;;;;
zoutje;9,00;100,0;;;;;;
kortbij;9,00;95,0;;;;;;
kroezelhaar;9,00;95,0;;;;;;
miserie;9,00;95,0;;;;;;
slokop;9,00;95,0;;;;;;
zuiger;9,00;95,0;;;;;;
fopperij;9,00;94,4;;;;;;
hemelhoog;9,00;94,4;;;;;;
herdenking;9,00;94,4;;;;;;
huifkar;9,00;94,4;;;;;;
huisregels;9,00;94,4;;;;;;
knaapje;9,00;94,4;;;;;;
luchter;9,00;94,4;;;;;;
opvoeden;9,00;94,4;;;;;;
rattengif;9,00;94,4;;;;;;
stads;9,00;94,4;;;;;;
verreweg;9,00;94,4;;;;;;
zandvorm;9,00;94,4;;;;;;
zeemlap;9,00;94,4;;;;;;
bolster;9,00;90,0;;;;;;
communicant;9,00;90,0;;;;;;
jonkie;9,00;90,0;;;;;;
aprilvis;9,00;88,9;;;;;;
babbelziek;9,00;88,9;;;;;;
frangipane;9,00;88,9;;;;;;
zandig;9,00;88,9;;;;;;
rafelig;9,00;83,3;;;;;;
aanbraden;9,00;80,0;;;;;;
sniffen;9,00;80,0;;;;;;
col;9,00;72,2;;;;;;
frites;9,00;72,2;;;;;;
kiepen;9,00;72,2;;;;;;
mi;9,00;72,2;;;;;;
vuilak;9,00;66,7;;;;;;
meccano;9,00;44,4;;;;;;
saampjes;9,00;35,0;;;;;;
beunhaas;9,00;30,0;;;;;;
belendend;9,00;20,0;;;;;;
boezeroen;9,00;15,0;;;;;;
gamelan;9,00;11,1;;;;;;
goochem;9,00;11,1;;;;;;
karos;9,00;5,6;;;;;;
rut;9,00;5,6;;;;;;
sjibbolet;9,00;5,0;;;;;;
baseballknuppel;9,00;100,0;;;;;;
campingwoning;9,00;100,0;;;;;;
canape;9,00;100,0;;;;;;
ice-tea;9,00;100,0;;;;;;
monopoliegeld;9,00;100,0;;;;;;
rijwoning;9,00;100,0;;;;;;
taxichauffeur;9,00;100,0;;;;;;
vaten;9,00;100,0;;;;;;
roddel;9,00;99,6;;;;;;
kloven;9,00;99,1;;;;;;
zeeslang;9,00;91,7;;;;;;
winterkoninkje;9,00;87,5;;;;;;
krol;9,00;71,9;;;;;;
gekte;9,00;100,0;;;;;;
rijhuis;9,00;97,2;;;;;;
tiet;9,00;98,9;;;;;;
scout;9,01;99,1;;;;;;
paper;9,01;64,2;;;;;;
overall;9,01;100,0;;;;;;
snellen;9,01;96,9;;;;;;
scharnier;9,01;100,0;;;;;;
koolmees;9,02;100,0;;;;;;
dirigent;9,02;100,0;;;;;;
forel;9,02;99,9;;;;;;
gril;9,02;99,8;;;;;;
teef;9,02;100,0;;;;;;
sprei;9,02;99,6;;;;;;
begrijpend;9,03;100,0;;;;;;
blijvend;9,03;100,0;;;;;;
getalenteerd;9,03;100,0;;;;;;
hinder;9,03;100,0;;;;;;
hoofdsteun;9,03;100,0;;;;;;
humeur;9,03;100,0;;;;;;
ingewanden;9,03;100,0;;;;;;
klasse;9,03;100,0;;;;;;
lijfwacht;9,03;100,0;;;;;;
matig;9,03;100,0;;;;;;
mongool;9,03;100,0;;;;;;
reptiel;9,03;100,0;;;;;;
romantisch;9,03;100,0;;;;;;
schroeven;9,03;100,0;;;;;;
sigaar;9,03;100,0;;;;;;
spraakzaam;9,03;100,0;;;;;;
suf;9,03;100,0;;;;;;
vastberaden;9,03;100,0;;;;;;
vat;9,03;100,0;;;;;;
verslapt;9,03;100,0;;;;;;
verwonderd;9,03;100,0;;;;;;
vracht;9,03;100,0;;;;;;
kelner;9,03;99,6;;;;;;
krater;9,03;99,6;;;;;;
namaak;9,03;99,6;;;;;;
verbazing;9,03;99,6;;;;;;
wringen;9,03;99,6;;;;;;
wet;9,03;98,7;;;;;;
ruimen;9,03;97,8;;;;;;
vergiet;9,03;92,9;;;;;;
galop;9,03;100,0;;;;;;
inrit;9,03;98,1;;;;;;
reiger;9,04;99,6;;;;;;
havik;9,04;100,0;;;;;;
noga;9,04;37,6;;;;;;
scrabble;9,04;100,0;;;;;;
ambulancier;9,04;100,0;;;;;;
waterfiets;9,04;95,1;;;;;;
blos;9,04;93,0;;;;;;
afrit;9,05;100,0;;;;;;
hoes;9,05;99,0;;;;;;
ijzel;9,05;100,0;;;;;;
schaakbord;9,05;100,0;;;;;;
hooiwagen;9,05;100,0;;;;;;
algauw;9,05;100,0;;;;;;
bandopname;9,05;100,0;;;;;;
bekleding;9,05;100,0;;;;;;
bestormen;9,05;100,0;;;;;;
beverig;9,05;100,0;;;;;;
brokstuk;9,05;100,0;;;;;;
eenogig;9,05;100,0;;;;;;
eerstvolgend;9,05;100,0;;;;;;
eeuwig;9,05;100,0;;;;;;
eventueel;9,05;100,0;;;;;;
handenvol;9,05;100,0;;;;;;
heropbouwen;9,05;100,0;;;;;;
imbeciel;9,05;100,0;;;;;;
moeiteloos;9,05;100,0;;;;;;
oerdom;9,05;100,0;;;;;;
ontsteken;9,05;100,0;;;;;;
opscheppen;9,05;100,0;;;;;;
plaatsvinden;9,05;100,0;;;;;;
rashond;9,05;100,0;;;;;;
samenkomst;9,05;100,0;;;;;;
sleepwagen;9,05;100,0;;;;;;
specialiteit;9,05;100,0;;;;;;
speldenprik;9,05;100,0;;;;;;
toeschouwer;9,05;100,0;;;;;;
trekvogel;9,05;100,0;;;;;;
uitvergroten;9,05;100,0;;;;;;
verhuurder;9,05;100,0;;;;;;
vliegangst;9,05;100,0;;;;;;
voorbijflitsen;9,05;100,0;;;;;;
voorgevoel;9,05;100,0;;;;;;
vuurhaard;9,05;100,0;;;;;;
walvisjager;9,05;100,0;;;;;;
waterkant;9,05;100,0;;;;;;
woonwijk;9,05;100,0;;;;;;
abdij;9,05;100,0;;;;;;
achterlijf;9,05;95,0;;;;;;
gegniffel;9,05;95,0;;;;;;
gelijktijdig;9,05;95,0;;;;;;
geroffel;9,05;95,0;;;;;;
hernieuwen;9,05;95,0;;;;;;
prijsvraag;9,05;95,0;;;;;;
blokhut;9,06;100,0;;;;;;
elektricien;9,06;100,0;;;;;;
aardbodem;9,06;100,0;;;;;;
afmaken;9,06;100,0;;;;;;
afroepen;9,06;100,0;;;;;;
afschieten;9,06;100,0;;;;;;
afzien;9,06;100,0;;;;;;
amusement;9,06;100,0;;;;;;
badlaken;9,06;100,0;;;;;;
beperkt;9,06;100,0;;;;;;
bestemming;9,06;100,0;;;;;;
betaalbaar;9,06;100,0;;;;;;
bezigheid;9,06;100,0;;;;;;
biechten;9,06;100,0;;;;;;
bloedmooi;9,06;100,0;;;;;;
boekenweek;9,06;100,0;;;;;;
broeinest;9,06;100,0;;;;;;
buffet;9,06;100,0;;;;;;
dronken;9,06;100,0;;;;;;
extratje;9,06;100,0;;;;;;
frommelig;9,06;100,0;;;;;;
gastenkamer;9,06;100,0;;;;;;
gebarentaal;9,06;100,0;;;;;;
geïnteresseerd;9,06;100,0;;;;;;
gekruid;9,06;100,0;;;;;;
gelijke;9,06;100,0;;;;;;
grinniken;9,06;100,0;;;;;;
grootbrengen;9,06;100,0;;;;;;
handwerk;9,06;100,0;;;;;;
hebberig;9,06;100,0;;;;;;
heerlijkheid;9,06;100,0;;;;;;
helderziende;9,06;100,0;;;;;;
herriemaker;9,06;100,0;;;;;;
hiernamaals;9,06;100,0;;;;;;
hoofdeinde;9,06;100,0;;;;;;
hoogtevrees;9,06;100,0;;;;;;
hygiëne;9,06;100,0;;;;;;
inbeelden;9,06;100,0;;;;;;
indeling;9,06;100,0;;;;;;
indringer;9,06;100,0;;;;;;
ingespannen;9,06;100,0;;;;;;
intussen;9,06;100,0;;;;;;
kampioenschap;9,06;100,0;;;;;;
kattenkop;9,06;100,0;;;;;;
kennismaking;9,06;100,0;;;;;;
klopgeest;9,06;100,0;;;;;;
knipbeurt;9,06;100,0;;;;;;
knoflook;9,06;100,0;;;;;;
knoopsgat;9,06;100,0;;;;;;
kommagetal;9,06;100,0;;;;;;
kuddedier;9,06;100,0;;;;;;
middelen;9,06;100,0;;;;;;
minimum;9,06;100,0;;;;;;
mismaken;9,06;100,0;;;;;;
muilezel;9,06;100,0;;;;;;
naaister;9,06;100,0;;;;;;
noodlanding;9,06;100,0;;;;;;
omkomen;9,06;100,0;;;;;;
onbestaand;9,06;100,0;;;;;;
ongedierte;9,06;100,0;;;;;;
ongelooflijk;9,06;100,0;;;;;;
ongeloofwaardig;9,06;100,0;;;;;;
onhoudbaar;9,06;100,0;;;;;;
onpaar;9,06;100,0;;;;;;
onrijp;9,06;100,0;;;;;;
onwel;9,06;100,0;;;;;;
oprotten;9,06;100,0;;;;;;
opsluiting;9,06;100,0;;;;;;
overtuigend;9,06;100,0;;;;;;
periode;9,06;100,0;;;;;;
pieper;9,06;100,0;;;;;;
proefkonijn;9,06;100,0;;;;;;
proefwerk;9,06;100,0;;;;;;
provincie;9,06;100,0;;;;;;
racefiets;9,06;100,0;;;;;;
reiniging;9,06;100,0;;;;;;
reparatie;9,06;100,0;;;;;;
reserveband;9,06;100,0;;;;;;
rijbewijs;9,06;100,0;;;;;;
rooksignaal;9,06;100,0;;;;;;
rosbief;9,06;100,0;;;;;;
rotzooien;9,06;100,0;;;;;;
runderen;9,06;100,0;;;;;;
samengesteld;9,06;100,0;;;;;;
schrikkeljaar;9,06;100,0;;;;;;
shoppen;9,06;100,0;;;;;;
slaolie;9,06;100,0;;;;;;
snaarinstrument;9,06;100,0;;;;;;
spandoek;9,06;100,0;;;;;;
speurhond;9,06;100,0;;;;;;
spiegelen;9,06;100,0;;;;;;
spierkracht;9,06;100,0;;;;;;
spoeling;9,06;100,0;;;;;;
spookschip;9,06;100,0;;;;;;
strandwacht;9,06;100,0;;;;;;
takelwagen;9,06;100,0;;;;;;
tegenaan;9,06;100,0;;;;;;
toespraak;9,06;100,0;;;;;;
toezicht;9,06;100,0;;;;;;
uitdager;9,06;100,0;;;;;;
uitkloppen;9,06;100,0;;;;;;
uitleven;9,06;100,0;;;;;;
uitsterven;9,06;100,0;;;;;;
uitvechten;9,06;100,0;;;;;;
vandaan;9,06;100,0;;;;;;
verbanddoos;9,06;100,0;;;;;;
verdachte;9,06;100,0;;;;;;
vergelijken;9,06;100,0;;;;;;
verplaatsing;9,06;100,0;;;;;;
verstuiking;9,06;100,0;;;;;;
vervangen;9,06;100,0;;;;;;
verwijdering;9,06;100,0;;;;;;
voorbereiding;9,06;100,0;;;;;;
voorouders;9,06;100,0;;;;;;
vormgeven;9,06;100,0;;;;;;
waartegen;9,06;100,0;;;;;;
wachtpost;9,06;100,0;;;;;;
wegglippen;9,06;100,0;;;;;;
wegrotten;9,06;100,0;;;;;;
wekenlang;9,06;100,0;;;;;;
westelijk;9,06;100,0;;;;;;
wildvreemd;9,06;100,0;;;;;;
carrousel;9,06;90,0;;;;;;
roezemoezig;9,06;90,0;;;;;;
uitschuifladder;9,06;90,0;;;;;;
verluchten;9,06;90,0;;;;;;
pers;9,06;100,0;;;;;;
aangeven;9,06;94,4;;;;;;
aftrekken;9,06;94,4;;;;;;
degene;9,06;94,4;;;;;;
enkeltje;9,06;94,4;;;;;;
kassei;9,06;94,4;;;;;;
klimplant;9,06;94,4;;;;;;
kruiper;9,06;94,4;;;;;;
mepper;9,06;94,4;;;;;;
parkoers;9,06;94,4;;;;;;
plastron;9,06;94,4;;;;;;
rillerig;9,06;94,4;;;;;;
warrig;9,06;94,4;;;;;;
reutemeteut;9,06;85,0;;;;;;
kluts;9,06;98,9;;;;;;
glibberen;9,06;88,9;;;;;;
glimworm;9,06;88,9;;;;;;
leeggoed;9,06;88,9;;;;;;
duf;9,07;95,1;;;;;;
frullen;9,07;83,3;;;;;;
oelewapper;9,07;83,3;;;;;;
stekelbes;9,07;83,3;;;;;;
piste;9,07;100,0;;;;;;
wezel;9,07;97,3;;;;;;
bons;9,07;99,1;;;;;;
woonboot;9,07;100,0;;;;;;
gemis;9,07;100,0;;;;;;
schap;9,07;82,3;;;;;;
luxe;9,07;99,8;;;;;;
voetval;9,08;72,2;;;;;;
kuif;9,08;98,8;;;;;;
humor;9,08;100,0;;;;;;
pedaalemmer;9,08;66,7;;;;;;
straaljager;9,08;100,0;;;;;;
armoedig;9,09;100,0;;;;;;
boosaardig;9,09;100,0;;;;;;
butler;9,09;100,0;;;;;;
